"","x"
"2117",21.5
"2118",22
"2119",21.5
"2120",21.5
"2121",21.5
"2122",22
"2123",21.5
"2124",22
"2125",21.5
"2126",21.5
"2127",21.5
"2128",21
"2129",21.5
"2130",21.5
"2131",21.5
"2132",21.5
"2133",21
"2134",21
"2135",21
"2136",21
"2137",21
"2138",21
"2139",21
"2140",20.5
"2141",20.5
"2142",21
"2143",20.5
"2144",20.5
"2145",20.5
"2146",20.5
"2147",20.5
"2148",20.5
"2149",20.5
"2150",20
"2151",20
"2152",20
"2153",20
"2154",20
"2155",20
"2156",20
"2157",20
"2158",20
"2159",20
"2160",19.5
"2161",19.5
"2162",19.5
"2163",19.5
"2164",19.5
"2165",19.5
"2166",19.5
"2167",19.5
"2168",19.5
"2169",19.5
"2170",19.5
"2171",19.5
"2172",19.5
"2173",19
"2174",19
"2175",19
"2176",19
"2177",19
"2178",19
"2179",19
"2180",19
"2181",19
"2182",19
"2183",19
"2184",19
"2185",20
"2186",21
"2187",21
"2188",21
"2189",21
"2190",21.5
"2191",21.5
"2192",21.5
"2193",22
"2194",22
"2195",22
"2196",21.5
"2197",21.5
"2198",21.5
"2199",21.5
"2200",21.5
"2201",21.5
"2202",21.5
"2203",21.5
"2204",21.5
"2205",22
"2206",22
"2207",22.5
"2208",23
"2209",23
"2210",23
"2211",23
"2212",23
"2213",23
"2214",23.5
"2215",23
"2216",23.5
"2217",24
"2218",23.5
"2219",23
"2220",23
"2221",22.5
"2222",22.5
"2223",22
"2224",22
"2225",22
"2226",22
"2227",21.5
"2228",21.5
"2229",21.5
"2230",21.5
"2231",21.5
"2232",21.5
"2233",21
"2234",21
"2235",21.5
"2236",21
"2237",21
"2238",21
"2239",21
"2240",21
"2241",21
"2242",21
"2243",21
"2244",20.5
"2245",20.5
"2246",20.5
"2247",20.5
"2248",20.5
"2249",20.5
"2250",20
"2251",20
"2252",20
"2253",20
"2254",20
"2255",20
"2256",20
"2257",20
"2258",19.5
"2259",20
"2260",19.5
"2261",20
"2262",19.5
"2263",19.5
"2264",19.5
"2265",19.5
"2266",19.5
"2267",19.5
"2268",19.5
"2269",19.5
"2270",19
"2271",19
"2272",19
"2273",19
"2274",19
"2275",19
"2276",19
"2277",19
"2278",18.5
"2279",18.5
"2280",19
"2281",20
"2282",21
"2283",21
"2284",21
"2285",21.5
"2286",21
"2287",21.5
"2288",21.5
"2289",21.5
"2290",21.5
"2291",21.5
"2292",21.5
"2293",21.5
"2294",21.5
"2295",21.5
"2296",21.5
"2297",21.5
"2298",21.5
"2299",21.5
"2300",21.5
"2301",21.5
"2302",22
"2303",21.5
"2304",22
"2305",22
"2306",22
"2307",21.5
"2308",22
"2309",22.5
"2310",22.5
"2311",23
"2312",23
"2313",23.5
"2314",23.5
"2315",23.5
"2316",23.5
"2317",23
"2318",23
"2319",23
"2320",22.5
"2321",22.5
"2322",22.5
"2323",22.5
"2324",22.5
"2325",22
"2326",22
"2327",22
"2328",21.5
"2329",21.5
"2330",21.5
"2331",21.5
"2332",21
"2333",21
"2334",21
"2335",21
"2336",21
"2337",21
"2338",20.5
"2339",21
"2340",20.5
"2341",20.5
"2342",20.5
"2343",20.5
"2344",20.5
"2345",20
"2346",20
"2347",20
"2348",20
"2349",20
"2350",19.5
"2351",19.5
"2352",20
"2353",19.5
"2354",19.5
"2355",19.5
"2356",19.5
"2357",19.5
"2358",19.5
"2359",19.5
"2360",19.5
"2361",19
"2362",19
"2363",19
"2364",19
"2365",19
"2366",19
"2367",19
"2368",19
"2369",18.5
"2370",18.5
"2371",18.5
"2372",18.5
"2373",18
"2374",18
"2375",18
"2376",18.5
"2377",20.5
"2378",22
"2379",23
"2380",23.5
"2381",22.5
"2382",22.5
"2383",22
"2384",21.5
"2385",21
"2386",22
"2387",22
"2388",22
"2389",21.5
"2390",21.5
"2391",21.5
"2392",21.5
"2393",21.5
"2394",21.5
"2395",22
"2396",22
"2397",23
"2398",23.5
"2399",23.5
"2400",24
"2401",24
"2402",24
"2403",23.5
"2404",22.5
"2405",23
"2406",23.5
"2407",23.5
"2408",23.5
"2409",23.5
"2410",23.5
"2411",23
"2412",23
"2413",23
"2414",22.5
"2415",22.5
"2416",22
"2417",22
"2418",22
"2419",21.5
"2420",21.5
"2421",21.5
"2422",21.5
"2423",21.5
"2424",21.5
"2425",21.5
"2426",21
"2427",21
"2428",21
"2429",21
"2430",21
"2431",21
"2432",21
"2433",21
"2434",21
"2435",21
"2436",20.5
"2437",20.5
"2438",20.5
"2439",20.5
"2440",20.5
"2441",20.5
"2442",20.5
"2443",20
"2444",20
"2445",20
"2446",20
"2447",19.5
"2448",19.5
"2449",19.5
"2450",19.5
"2451",19.5
"2452",19.5
"2453",19
"2454",19.5
"2455",19
"2456",19
"2457",19
"2458",19
"2459",19
"2460",19
"2461",18.5
"2462",18.5
"2463",18.5
"2464",18.5
"2465",18.5
"2466",18.5
"2467",18.5
"2468",18.5
"2469",18.5
"2470",18.5
"2471",18.5
"2472",18
"2473",18
"2474",18
"2475",18
"2476",18
"2477",18
"2478",18
"2479",18.5
"2480",18.5
"2481",18.5
"2482",18.5
"2483",18.5
"2484",18.5
"2485",18.5
"2486",18.5
"2487",18.5
"2488",19
"2489",19
"2490",19
"2491",19
"2492",19
"2493",19
"2494",19
"2495",19
"2496",19
"2497",19
"2498",19
"2499",19
"2500",19
"2501",19
"2502",19
"2503",19
"2504",19
"2505",18.5
"2506",18.5
"2507",18.5
"2508",18.5
"2509",19
"2510",18.5
"2511",18.5
"2512",18.5
"2513",18.5
"2514",18.5
"2515",18.5
"2516",18.5
"2517",18.5
"2518",18
"2519",18
"2520",18
"2521",18
"2522",18
"2523",18
"2524",18
"2525",18
"2526",18
"2527",18
"2528",18
"2529",18
"2530",18
"2531",17.5
"2532",18
"2533",17.5
"2534",17.5
"2535",17.5
"2536",17.5
"2537",17.5
"2538",17.5
"2539",17.5
"2540",17.5
"2541",17.5
"2542",17.5
"2543",17.5
"2544",17.5
"2545",17.5
"2546",17.5
"2547",17.5
"2548",17.5
"2549",17.5
"2550",17
"2551",17.5
"2552",17.5
"2553",17
"2554",17.5
"2555",17.5
"2556",17
"2557",17
"2558",17
"2559",17
"2560",17.5
"2561",17
"2562",17.5
"2563",17
"2564",17
"2565",17
"2566",17
"2567",17
"2568",17
"2569",17.5
"2570",17
"2571",17
"2572",17
"2573",17
"2574",17
"2575",17
"2576",17.5
"2577",17.5
"2578",17.5
"2579",17.5
"2580",17.5
"2581",17.5
"2582",17.5
"2583",17.5
"2584",17.5
"2585",17.5
"2586",18
"2587",18
"2588",18
"2589",18
"2590",18
"2591",18
"2592",18
"2593",18
"2594",18
"2595",18
"2596",18
"2597",18
"2598",18
"2599",18
"2600",18
"2601",18
"2602",18
"2603",18
"2604",18
"2605",18
"2606",18
"2607",17.5
"2608",18
"2609",18
"2610",17.5
"2611",17.5
"2612",17.5
"2613",17.5
"2614",17.5
"2615",17.5
"2616",17.5
"2617",18
"2618",17.5
"2619",17.5
"2620",17.5
"2621",17.5
"2622",17.5
"2623",17.5
"2624",17.5
"2625",17.5
"2626",17.5
"2627",17.5
"2628",17.5
"2629",17.5
"2630",17.5
"2631",17.5
"2632",17.5
"2633",17.5
"2634",17.5
"2635",17.5
"2636",17.5
"2637",17.5
"2638",17.5
"2639",17.5
"2640",17.5
"2641",17.5
"2642",17.5
"2643",17.5
"2644",17.5
"2645",17
"2646",17
"2647",17
"2648",17
"2649",17.5
"2650",17
"2651",17
"2652",17
"2653",17
"2654",17
"2655",17
"2656",17
"2657",17
"2658",17
"2659",17
"2660",17
"2661",17
"2662",17
"2663",17
"2664",17.5
"2665",19.5
"2666",21
"2667",22.5
"2668",23.5
"2669",23
"2670",22.5
"2671",22
"2672",21.5
"2673",21.5
"2674",21.5
"2675",21.5
"2676",21.5
"2677",21.5
"2678",21.5
"2679",22
"2680",22
"2681",22.5
"2682",22.5
"2683",22.5
"2684",22.5
"2685",23
"2686",23
"2687",23
"2688",23
"2689",22.5
"2690",22.5
"2691",22.5
"2692",22.5
"2693",22.5
"2694",22.5
"2695",22.5
"2696",22.5
"2697",22
"2698",22
"2699",22
"2700",22
"2701",22
"2702",22
"2703",22
"2704",21.5
"2705",21.5
"2706",21.5
"2707",21.5
"2708",21.5
"2709",21.5
"2710",21.5
"2711",21.5
"2712",21
"2713",21
"2714",21
"2715",21
"2716",21
"2717",21
"2718",21
"2719",21
"2720",20.5
"2721",20.5
"2722",20.5
"2723",20.5
"2724",20.5
"2725",20.5
"2726",20.5
"2727",20.5
"2728",20
"2729",20
"2730",20
"2731",20
"2732",20
"2733",20
"2734",20
"2735",20
"2736",20
"2737",20
"2738",20
"2739",20
"2740",19.5
"2741",19.5
"2742",19.5
"2743",19.5
"2744",19.5
"2745",19.5
"2746",19.5
"2747",19.5
"2748",19.5
"2749",19.5
"2750",19.5
"2751",19.5
"2752",19
"2753",19
"2754",19
"2755",19
"2756",19
"2757",19
"2758",19
"2759",18.5
"2760",19.5
"2761",21.5
"2762",22.5
"2763",22
"2764",21.5
"2765",21.5
"2766",22
"2767",21.5
"2768",21.5
"2769",21.5
"2770",21.5
"2771",21.5
"2772",21.5
"2773",21.5
"2774",22
"2775",22
"2776",22.5
"2777",22.5
"2778",22.5
"2779",22.5
"2780",22.5
"2781",23
"2782",23
"2783",22.5
"2784",22.5
"2785",22.5
"2786",23
"2787",23
"2788",23.5
"2789",24
"2790",24
"2791",24
"2792",24
"2793",24
"2794",24
"2795",24
"2796",23.5
"2797",23.5
"2798",23
"2799",23
"2800",23
"2801",22.5
"2802",22
"2803",22
"2804",21.5
"2805",22
"2806",21.5
"2807",21.5
"2808",21.5
"2809",21.5
"2810",21.5
"2811",21.5
"2812",21.5
"2813",21
"2814",21
"2815",21
"2816",21
"2817",21
"2818",21
"2819",21
"2820",21
"2821",21
"2822",21
"2823",21
"2824",20.5
"2825",21
"2826",21
"2827",20.5
"2828",20.5
"2829",20.5
"2830",20.5
"2831",20.5
"2832",20.5
"2833",20.5
"2834",20
"2835",20
"2836",20
"2837",20
"2838",20
"2839",20
"2840",20
"2841",20
"2842",20
"2843",20
"2844",20
"2845",20
"2846",20
"2847",20
"2848",20
"2849",20
"2850",20
"2851",19.5
"2852",19.5
"2853",19.5
"2854",19.5
"2855",19.5
"2856",20
"2857",22
"2858",22.5
"2859",21.5
"2860",21.5
"2861",21.5
"2862",21.5
"2863",21
"2864",21
"2865",21
"2866",21
"2867",21
"2868",21
"2869",21
"2870",21.5
"2871",21.5
"2872",21.5
"2873",22
"2874",22
"2875",22.5
"2876",22.5
"2877",23
"2878",23.5
"2879",23.5
"2880",23
"2881",23.5
"2882",23.5
"2883",23.5
"2884",23.5
"2885",23.5
"2886",23.5
"2887",24
"2888",24
"2889",24
"2890",23.5
"2891",23.5
"2892",23
"2893",23
"2894",22.5
"2895",22.5
"2896",22.5
"2897",22
"2898",22
"2899",22
"2900",22
"2901",21.5
"2902",21.5
"2903",21.5
"2904",21.5
"2905",21.5
"2906",21.5
"2907",21.5
"2908",21.5
"2909",21
"2910",21
"2911",21
"2912",21
"2913",21
"2914",21
"2915",21
"2916",21
"2917",20.5
"2918",20.5
"2919",20.5
"2920",20.5
"2921",20.5
"2922",20.5
"2923",20.5
"2924",20.5
"2925",20.5
"2926",20
"2927",20
"2928",20
"2929",20
"2930",20
"2931",20
"2932",20
"2933",19.5
"2934",19.5
"2935",19.5
"2936",19.5
"2937",19.5
"2938",19.5
"2939",19.5
"2940",19
"2941",19.5
"2942",19.5
"2943",19
"2944",19
"2945",19
"2946",19
"2947",19
"2948",19
"2949",18.5
"2950",19
"2951",19
"2952",19
"2953",21
"2954",22.5
"2955",23
"2956",23.5
"2957",22.5
"2958",22.5
"2959",22
"2960",21.5
"2961",21.5
"2962",21
"2963",21.5
"2964",21.5
"2965",22
"2966",22
"2967",22.5
"2968",22.5
"2969",22.5
"2970",23
"2971",23
"2972",23
"2973",23
"2974",23
"2975",23
"2976",23
"2977",23
"2978",23
"2979",23.5
"2980",23.5
"2981",23.5
"2982",23.5
"2983",23.5
"2984",23.5
"2985",23.5
"2986",23
"2987",23
"2988",23
"2989",23
"2990",22.5
"2991",22.5
"2992",22.5
"2993",22.5
"2994",22
"2995",22
"2996",22
"2997",22
"2998",21.5
"2999",21.5
"3000",21.5
"3001",21.5
"3002",21
"3003",21
"3004",21
"3005",21
"3006",21
"3007",21
"3008",21
"3009",21
"3010",21
"3011",20.5
"3012",20.5
"3013",20.5
"3014",20.5
"3015",20.5
"3016",20.5
"3017",20
"3018",20
"3019",20
"3020",20
"3021",20
"3022",20
"3023",20
"3024",19.5
"3025",19.5
"3026",20
"3027",19.5
"3028",19.5
"3029",19.5
"3030",19.5
"3031",19.5
"3032",19.5
"3033",19.5
"3034",19.5
"3035",19.5
"3036",19
"3037",19
"3038",19.5
"3039",19
"3040",19.5
"3041",19.5
"3042",19.5
"3043",19.5
"3044",19
"3045",19
"3046",19
"3047",19
"3048",19
"3049",20
"3050",21
"3051",21
"3052",21
"3053",21
"3054",21
"3055",21.5
"3056",21.5
"3057",21.5
"3058",21
"3059",21
"3060",21
"3061",21
"3062",21
"3063",21
"3064",21
"3065",21
"3066",21.5
"3067",21.5
"3068",22
"3069",22.5
"3070",23
"3071",23
"3072",23.5
"3073",24
"3074",24
"3075",24.5
"3076",24.5
"3077",24.5
"3078",24.5
"3079",24
"3080",24
"3081",24
"3082",23.5
"3083",23.5
"3084",23.5
"3085",23.5
"3086",23.5
"3087",23
"3088",23
"3089",22.5
"3090",22
"3091",22
"3092",21.5
"3093",21.5
"3094",21.5
"3095",21.5
"3096",21.5
"3097",21.5
"3098",21
"3099",21
"3100",21
"3101",21
"3102",21
"3103",21
"3104",21
"3105",21
"3106",21
"3107",20.5
"3108",20.5
"3109",20.5
"3110",20.5
"3111",20.5
"3112",20
"3113",20.5
"3114",20.5
"3115",20
"3116",20
"3117",20
"3118",20
"3119",20
"3120",20
"3121",20
"3122",19.5
"3123",19.5
"3124",19.5
"3125",19.5
"3126",19.5
"3127",19.5
"3128",19.5
"3129",19.5
"3130",19.5
"3131",19.5
"3132",19.5
"3133",19
"3134",19
"3135",19
"3136",19
"3137",19
"3138",19
"3139",19
"3140",19
"3141",19
"3142",18.5
"3143",19
"3144",18.5
"3145",18.5
"3146",18.5
"3147",18.5
"3148",18.5
"3149",19
"3150",19
"3151",19
"3152",19
"3153",19
"3154",18.5
"3155",19
"3156",19
"3157",19
"3158",19
"3159",19
"3160",19
"3161",19.5
"3162",19.5
"3163",20
"3164",20.5
"3165",20.5
"3166",21
"3167",21.5
"3168",21.5
"3169",22
"3170",22.5
"3171",22.5
"3172",22.5
"3173",22.5
"3174",22.5
"3175",22.5
"3176",22
"3177",22
"3178",22
"3179",21.5
"3180",22
"3181",22
"3182",21.5
"3183",21.5
"3184",21.5
"3185",21
"3186",21
"3187",21
"3188",21
"3189",21
"3190",21
"3191",21
"3192",20.5
"3193",20.5
"3194",20.5
"3195",20.5
"3196",20.5
"3197",20.5
"3198",20.5
"3199",20.5
"3200",20.5
"3201",20
"3202",20
"3203",20
"3204",20
"3205",20
"3206",20
"3207",20
"3208",20
"3209",20
"3210",20
"3211",20
"3212",20
"3213",20
"3214",19.5
"3215",20
"3216",19.5
"3217",20
"3218",19.5
"3219",19.5
"3220",19.5
"3221",19.5
"3222",19.5
"3223",19.5
"3224",19.5
"3225",19.5
"3226",19.5
"3227",19.5
"3228",19.5
"3229",19.5
"3230",19.5
"3231",19.5
"3232",19.5
"3233",19.5
"3234",19.5
"3235",19
"3236",19
"3237",19
"3238",19
"3239",19
"3240",19
"3241",19
"3242",19
"3243",19
"3244",19
"3245",19
"3246",19
"3247",19
"3248",19
"3249",19
"3250",19
"3251",19.5
"3252",19.5
"3253",19.5
"3254",19.5
"3255",19.5
"3256",19.5
"3257",19.5
"3258",20
"3259",19.5
"3260",20
"3261",20
"3262",20.5
"3263",20.5
"3264",20.5
"3265",21
"3266",21.5
"3267",21.5
"3268",21.5
"3269",21.5
"3270",21.5
"3271",21.5
"3272",21.5
"3273",21.5
"3274",21
"3275",21
"3276",21
"3277",21
"3278",21
"3279",21
"3280",21
"3281",21
"3282",20.5
"3283",20.5
"3284",20.5
"3285",20.5
"3286",20.5
"3287",20.5
"3288",20
"3289",20
"3290",20
"3291",20
"3292",20
"3293",19.5
"3294",19.5
"3295",19.5
"3296",19.5
"3297",19.5
"3298",19.5
"3299",19.5
"3300",19
"3301",19
"3302",19
"3303",19
"3304",19
"3305",19
"3306",18.5
"3307",19
"3308",18.5
"3309",18.5
"3310",18.5
"3311",18.5
"3312",18.5
"3313",18.5
"3314",18.5
"3315",18
"3316",18
"3317",18
"3318",18.5
"3319",18
"3320",18
"3321",18.5
"3322",18
"3323",18
"3324",18
"3325",18
"3326",18
"3327",18
"3328",18
"3329",18
"3330",18
"3331",18
"3332",18
"3333",18
"3334",17.5
"3335",17.5
"3336",18
"3337",19
"3338",19.5
"3339",21
"3340",20.5
"3341",20.5
"3342",21
"3343",21
"3344",21
"3345",21.5
"3346",21.5
"3347",21.5
"3348",22
"3349",22
"3350",22
"3351",22
"3352",21.5
"3353",22
"3354",22
"3355",22.5
"3356",22.5
"3357",22.5
"3358",23
"3359",23.5
"3360",24
"3361",24
"3362",23.5
"3363",23
"3364",23
"3365",23
"3366",23.5
"3367",24
"3368",24
"3369",24
"3370",24
"3371",24
"3372",24
"3373",23.5
"3374",23.5
"3375",23
"3376",23
"3377",22.5
"3378",22.5
"3379",22.5
"3380",22
"3381",22
"3382",22
"3383",22
"3384",21.5
"3385",21.5
"3386",21.5
"3387",21.5
"3388",21.5
"3389",21.5
"3390",21.5
"3391",21
"3392",21
"3393",21
"3394",21
"3395",21
"3396",21
"3397",21
"3398",21
"3399",20.5
"3400",20.5
"3401",20.5
"3402",20.5
"3403",20.5
"3404",20
"3405",20
"3406",20
"3407",20
"3408",20
"3409",20
"3410",19.5
"3411",20
"3412",19.5
"3413",19.5
"3414",19.5
"3415",19.5
"3416",19.5
"3417",19.5
"3418",19.5
"3419",19
"3420",19.5
"3421",19
"3422",19
"3423",19
"3424",19
"3425",19
"3426",18.5
"3427",18.5
"3428",18.5
"3429",18.5
"3430",18.5
"3431",18.5
"3432",18.5
"3433",20.5
"3434",22
"3435",23
"3436",24
"3437",23
"3438",22
"3439",22
"3440",21.5
"3441",21.5
"3442",21.5
"3443",22
"3444",22
"3445",22
"3446",21.5
"3447",22
"3448",22
"3449",22
"3450",22.5
"3451",22.5
"3452",23
"3453",23
"3454",24
"3455",24
"3456",24.5
"3457",24
"3458",24.5
"3459",24
"3460",24.5
"3461",24.5
"3462",24.5
"3463",24.5
"3464",24.5
"3465",24.5
"3466",24.5
"3467",24
"3468",24
"3469",23.5
"3470",23.5
"3471",23
"3472",23
"3473",22.5
"3474",22.5
"3475",22
"3476",22
"3477",22
"3478",21.5
"3479",22
"3480",21.5
"3481",21.5
"3482",21.5
"3483",21.5
"3484",21
"3485",21
"3486",21
"3487",21
"3488",21
"3489",21
"3490",20.5
"3491",20.5
"3492",20.5
"3493",20.5
"3494",20.5
"3495",20.5
"3496",20
"3497",20
"3498",20
"3499",20
"3500",20
"3501",20
"3502",20
"3503",19.5
"3504",19.5
"3505",19.5
"3506",19.5
"3507",19.5
"3508",19.5
"3509",19.5
"3510",19
"3511",19
"3512",19
"3513",19
"3514",19
"3515",19
"3516",19
"3517",19
"3518",19
"3519",19
"3520",18.5
"3521",18.5
"3522",18.5
"3523",18.5
"3524",18
"3525",18
"3526",18
"3527",18
"3528",18.5
"3529",20
"3530",22
"3531",23
"3532",23.5
"3533",24
"3534",22.5
"3535",22
"3536",22
"3537",22
"3538",21.5
"3539",21.5
"3540",21.5
"3541",22
"3542",22
"3543",21.5
"3544",21.5
"3545",22
"3546",22
"3547",22.5
"3548",22
"3549",22.5
"3550",22.5
"3551",22.5
"3552",23
"3553",23.5
"3554",23
"3555",23
"3556",23
"3557",23
"3558",23
"3559",23
"3560",23
"3561",22.5
"3562",22.5
"3563",23
"3564",23
"3565",23
"3566",23
"3567",22.5
"3568",22.5
"3569",22.5
"3570",22
"3571",22
"3572",22
"3573",22
"3574",21.5
"3575",21.5
"3576",21.5
"3577",21.5
"3578",21.5
"3579",21.5
"3580",21.5
"3581",21.5
"3582",21
"3583",21
"3584",21
"3585",21
"3586",21
"3587",21
"3588",20.5
"3589",20.5
"3590",20.5
"3591",20.5
"3592",20.5
"3593",20
"3594",20
"3595",20
"3596",20
"3597",20
"3598",20
"3599",20
"3600",19.5
"3601",19.5
"3602",19.5
"3603",19.5
"3604",19
"3605",19.5
"3606",19.5
"3607",19
"3608",19
"3609",19
"3610",19
"3611",19
"3612",19
"3613",19
"3614",18.5
"3615",19
"3616",18.5
"3617",18.5
"3618",18.5
"3619",18.5
"3620",18.5
"3621",18
"3622",18
"3623",18
"3624",18
"3625",20
"3626",21.5
"3627",23
"3628",23.5
"3629",24
"3630",22.5
"3631",21.5
"3632",22
"3633",22
"3634",21.5
"3635",21.5
"3636",22
"3637",22
"3638",22
"3639",22
"3640",22
"3641",21.5
"3642",21.5
"3643",21.5
"3644",22
"3645",22.5
"3646",22
"3647",22
"3648",22
"3649",21.5
"3650",21.5
"3651",21.5
"3652",21.5
"3653",21.5
"3654",21.5
"3655",21.5
"3656",21
"3657",21
"3658",21
"3659",21
"3660",21
"3661",21
"3662",21
"3663",21
"3664",21
"3665",21
"3666",21
"3667",21
"3668",21
"3669",21
"3670",21
"3671",21
"3672",21
"3673",21
"3674",20.5
"3675",20.5
"3676",20.5
"3677",20.5
"3678",20.5
"3679",20.5
"3680",20.5
"3681",20.5
"3682",20
"3683",20.5
"3684",20
"3685",20
"3686",20
"3687",20
"3688",20
"3689",19.5
"3690",19.5
"3691",19.5
"3692",19.5
"3693",19.5
"3694",19.5
"3695",19.5
"3696",19.5
"3697",19.5
"3698",19.5
"3699",19
"3700",19
"3701",19.5
"3702",19
"3703",19
"3704",19
"3705",19
"3706",19
"3707",19
"3708",19
"3709",19
"3710",19
"3711",19
"3712",18.5
"3713",19
"3714",18.5
"3715",18.5
"3716",18.5
"3717",18.5
"3718",18.5
"3719",18.5
"3720",19
"3721",21
"3722",22
"3723",23
"3724",22
"3725",21.5
"3726",21
"3727",21
"3728",20.5
"3729",20.5
"3730",20.5
"3731",20
"3732",20
"3733",20.5
"3734",21
"3735",21
"3736",21.5
"3737",21.5
"3738",22
"3739",22
"3740",22
"3741",22
"3742",22
"3743",21.5
"3744",21.5
"3745",21.5
"3746",21.5
"3747",21.5
"3748",21.5
"3749",21.5
"3750",21.5
"3751",21.5
"3752",21.5
"3753",21.5
"3754",21.5
"3755",21.5
"3756",21.5
"3757",21.5
"3758",21.5
"3759",21
"3760",21.5
"3761",21
"3762",21
"3763",21
"3764",21
"3765",21
"3766",21
"3767",21
"3768",21
"3769",20.5
"3770",20.5
"3771",20.5
"3772",20.5
"3773",20.5
"3774",20.5
"3775",20.5
"3776",20
"3777",20
"3778",20
"3779",20
"3780",20
"3781",20
"3782",20
"3783",20
"3784",20
"3785",19.5
"3786",19.5
"3787",19.5
"3788",19.5
"3789",19.5
"3790",19.5
"3791",19.5
"3792",19
"3793",19
"3794",19
"3795",19
"3796",19
"3797",19
"3798",19
"3799",19
"3800",19
"3801",19
"3802",19
"3803",19
"3804",19
"3805",18.5
"3806",19
"3807",19
"3808",18.5
"3809",18.5
"3810",18.5
"3811",18.5
"3812",18.5
"3813",18.5
"3814",18.5
"3815",18.5
"3816",18.5
"3817",18.5
"3818",18.5
"3819",18.5
"3820",18.5
"3821",19
"3822",18.5
"3823",19
"3824",19
"3825",19
"3826",19
"3827",19
"3828",19
"3829",19
"3830",19
"3831",19
"3832",19.5
"3833",19.5
"3834",20
"3835",20
"3836",20
"3837",20
"3838",20.5
"3839",20.5
"3840",21
"3841",21
"3842",21
"3843",21.5
"3844",21
"3845",21
"3846",21
"3847",21
"3848",21
"3849",21
"3850",21
"3851",21
"3852",21
"3853",20.5
"3854",20.5
"3855",20.5
"3856",20.5
"3857",20
"3858",20.5
"3859",20
"3860",20
"3861",20
"3862",20
"3863",19.5
"3864",19.5
"3865",19.5
"3866",19.5
"3867",19.5
"3868",19
"3869",19
"3870",19
"3871",19
"3872",19
"3873",19
"3874",19
"3875",19
"3876",19
"3877",19
"3878",19
"3879",18.5
"3880",18.5
"3881",18.5
"3882",18.5
"3883",18.5
"3884",18.5
"3885",18.5
"3886",18.5
"3887",18.5
"3888",18.5
"3889",18
"3890",18
"3891",18
"3892",18
"3893",18.5
"3894",18
"3895",18
"3896",18
"3897",18
"3898",18
"3899",18
"3900",18
"3901",18
"3902",18
"3903",18
"3904",18
"3905",18
"3906",18
"3907",18
"3908",18
"3909",18
"3910",18
"3911",17.5
"3912",18
"3913",18
"3914",18
"3915",17.5
"3916",18
"3917",17.5
"3918",17.5
"3919",17.5
"3920",17.5
"3921",17.5
"3922",17.5
"3923",17.5
"3924",17.5
"3925",17.5
"3926",17.5
"3927",17.5
"3928",17.5
"3929",17.5
"3930",17.5
"3931",17.5
"3932",17.5
"3933",17.5
"3934",17.5
"3935",17.5
"3936",17.5
"3937",17.5
"3938",17.5
"3939",17.5
"3940",18
"3941",18
"3942",18
"3943",18.5
"3944",18.5
"3945",18.5
"3946",18.5
"3947",18.5
"3948",18.5
"3949",18.5
"3950",18.5
"3951",18.5
"3952",18.5
"3953",18.5
"3954",18.5
"3955",18.5
"3956",18.5
"3957",18
"3958",18
"3959",18
"3960",18
"3961",18
"3962",18
"3963",18
"3964",18
"3965",18
"3966",18
"3967",17.5
"3968",17.5
"3969",17.5
"3970",17.5
"3971",17.5
"3972",17.5
"3973",17.5
"3974",17.5
"3975",17
"3976",17
"3977",17
"3978",17
"3979",17
"3980",17
"3981",17
"3982",17
"3983",17
"3984",17
"3985",17
"3986",17
"3987",17
"3988",17
"3989",16.5
"3990",16.5
"3991",17
"3992",16.5
"3993",16.5
"3994",16.5
"3995",16.5
"3996",16.5
"3997",16.5
"3998",16.5
"3999",16.5
"4000",16.5
"4001",16.5
"4002",16.5
"4003",16.5
"4004",16.5
"4005",16.5
"4006",16.5
"4007",16.5
"4008",16.5
"4009",17.5
"4010",18.5
"4011",19.5
"4012",19.5
"4013",20
"4014",20
"4015",20
"4016",20
"4017",20.5
"4018",20.5
"4019",20.5
"4020",20.5
"4021",21
"4022",21.5
"4023",21.5
"4024",21.5
"4025",21.5
"4026",21.5
"4027",21.5
"4028",21.5
"4029",21.5
"4030",21.5
"4031",21.5
"4032",21.5
"4033",21
"4034",21.5
"4035",21.5
"4036",21.5
"4037",21.5
"4038",21.5
"4039",21.5
"4040",21.5
"4041",21.5
"4042",21.5
"4043",21.5
"4044",21.5
"4045",21.5
"4046",21.5
"4047",21
"4048",21
"4049",21
"4050",21
"4051",21.5
"4052",21
"4053",21
"4054",21
"4055",21
"4056",21
"4057",21
"4058",21
"4059",21
"4060",20.5
"4061",20.5
"4062",20.5
"4063",20.5
"4064",20.5
"4065",20
"4066",20
"4067",20
"4068",20
"4069",20
"4070",19.5
"4071",20
"4072",19.5
"4073",19.5
"4074",19.5
"4075",19.5
"4076",19.5
"4077",19
"4078",19.5
"4079",19.5
"4080",19
"4081",19
"4082",19
"4083",19
"4084",19
"4085",19
"4086",19
"4087",18.5
"4088",18.5
"4089",18.5
"4090",18.5
"4091",18.5
"4092",18.5
"4093",18.5
"4094",18.5
"4095",18.5
"4096",18.5
"4097",18.5
"4098",18
"4099",18.5
"4100",18
"4101",18
"4102",18
"4103",18
"4104",18
"4105",19
"4106",20
"4107",21
"4108",21
"4109",21
"4110",21
"4111",21.5
"4112",21.5
"4113",21.5
"4114",21.5
"4115",21.5
"4116",21.5
"4117",21
